Year,Month,County,District,Category
110,1,新竹縣,竹東鎮,機車
110,5,新竹縣,竹東鎮,自用小客車
110,6,新竹縣,竹東鎮,機車
110,7,新竹縣,竹東鎮,行人-人
110,11,新竹縣,竹東鎮,機車
101,1,苗栗縣,竹南鎮,行人-人
101,3,苗栗縣,竹南鎮,機車
101,3,苗栗縣,竹南鎮,機車
101,4,苗栗縣,竹南鎮,自用-小貨車
101,5,苗栗縣,竹南鎮,機車
101,6,苗栗縣,竹南鎮,機車
101,7,苗栗縣,竹南鎮,遊覽車-大客車
101,7,苗栗縣,竹南鎮,機車
101,9,苗栗縣,竹南鎮,自用小客車
101,9,苗栗縣,竹南鎮,營業用-半聯結車
102,2,苗栗縣,竹南鎮,營業用-全聯結車
102,4,苗栗縣,竹南鎮,自用小客車
102,5,苗栗縣,竹南鎮,機車
102,9,苗栗縣,竹南鎮,自用小客車
102,11,苗栗縣,竹南鎮,自用-小貨車
102,12,苗栗縣,竹南鎮,自用小客車
103,2,苗栗縣,竹南鎮,機車
103,4,苗栗縣,竹南鎮,機車
103,5,苗栗縣,竹南鎮,機車
103,8,苗栗縣,竹南鎮,機車
103,9,苗栗縣,竹南鎮,機車
103,10,苗栗縣,竹南鎮,機車
103,10,苗栗縣,竹南鎮,拼裝車-其他車
103,12,苗栗縣,竹南鎮,機車
104,1,苗栗縣,竹南鎮,營業用-大貨車
104,1,苗栗縣,竹南鎮,自用小客車
104,1,苗栗縣,竹南鎮,自用小客車
104,7,苗栗縣,竹南鎮,自用-小貨車(含客、貨兩用)
104,8,苗栗縣,竹南鎮,機車
104,10,苗栗縣,竹南鎮,機車
104,12,苗栗縣,竹南鎮,自用-小貨車(含客、貨兩用)
105,1,苗栗縣,竹南鎮,營業用-曳引車
105,6,苗栗縣,竹南鎮,機車
105,8,苗栗縣,竹南鎮,自用小客車
105,8,苗栗縣,竹南鎮,自用小客車
105,10,苗栗縣,竹南鎮,機車
105,11,苗栗縣,竹南鎮,自用小客車
106,4,苗栗縣,竹南鎮,機車
106,5,苗栗縣,竹南鎮,機車
106,9,苗栗縣,竹南鎮,自用-大貨車
106,11,苗栗縣,竹南鎮,機車
107,1,苗栗縣,竹南鎮,自用小客車
107,1,苗栗縣,竹南鎮,機車
107,7,苗栗縣,竹南鎮,自用小客車
107,12,苗栗縣,竹南鎮,自用-大貨車
107,12,苗栗縣,竹南鎮,機車
108,1,苗栗縣,竹南鎮,自用-小貨車(含客、貨兩用)
108,1,苗栗縣,竹南鎮,營業用-全聯結車
108,2,苗栗縣,竹南鎮,營業用-大貨車
108,2,苗栗縣,竹南鎮,營業用-曳引車
108,4,苗栗縣,竹南鎮,機車
108,5,苗栗縣,竹南鎮,自用-小貨車(含客、貨兩用)
108,6,苗栗縣,竹南鎮,自用小客車
108,7,苗栗縣,竹南鎮,機車
109,3,苗栗縣,竹南鎮,機車
109,3,苗栗縣,竹南鎮,腳踏自行車-慢車
109,3,苗栗縣,竹南鎮,機車
109,4,苗栗縣,竹南鎮,機車
109,5,苗栗縣,竹南鎮,自用-小貨車(含客、貨兩用)
109,6,苗栗縣,竹南鎮,自用小客車
109,10,苗栗縣,竹南鎮,行人-人
109,11,苗栗縣,竹南鎮,自用小客車
109,12,苗栗縣,竹南鎮,機車
110,1,苗栗縣,竹南鎮,自用小客車
110,1,苗栗縣,竹南鎮,營業用-曳引車
110,2,苗栗縣,竹南鎮,營業用-曳引車
110,2,苗栗縣,竹南鎮,機車
110,4,苗栗縣,竹南鎮,電動自行車-慢車
110,8,苗栗縣,竹南鎮,機車
110,11,苗栗縣,竹南鎮,自用小客車
110,11,苗栗縣,竹南鎮,機車
110,11,苗栗縣,竹南鎮,電動自行車-慢車
110,12,苗栗縣,竹南鎮,機車
101,2,嘉義縣,竹崎鄉,腳踏自行車-慢車
101,8,嘉義縣,竹崎鄉,自用-小貨車
101,12,嘉義縣,竹崎鄉,機車
102,6,嘉義縣,竹崎鄉,行人-人
102,7,嘉義縣,竹崎鄉,自用小客車
102,10,嘉義縣,竹崎鄉,機車
103,12,嘉義縣,竹崎鄉,機車
104,11,嘉義縣,竹崎鄉,機車
104,12,嘉義縣,竹崎鄉,自用小客車
105,1,嘉義縣,竹崎鄉,自用-小貨車(含客、貨兩用)
105,7,嘉義縣,竹崎鄉,自用小客車
105,8,嘉義縣,竹崎鄉,機車
105,9,嘉義縣,竹崎鄉,自用小客車
105,9,嘉義縣,竹崎鄉,行人-人
106,1,嘉義縣,竹崎鄉,自用小客車
106,1,嘉義縣,竹崎鄉,自用-小貨車(含客、貨兩用)
106,2,嘉義縣,竹崎鄉,機車
106,6,嘉義縣,竹崎鄉,機車
106,12,嘉義縣,竹崎鄉,機車
107,2,嘉義縣,竹崎鄉,自用小客車
107,8,嘉義縣,竹崎鄉,自用小客車
107,10,嘉義縣,竹崎鄉,自用小客車
108,4,嘉義縣,竹崎鄉,機車
108,6,嘉義縣,竹崎鄉,機車
108,8,嘉義縣,竹崎鄉,機車
108,11,嘉義縣,竹崎鄉,機車
108,11,嘉義縣,竹崎鄉,自用小客車
109,1,嘉義縣,竹崎鄉,自用-小貨車(含客、貨兩用)
109,3,嘉義縣,竹崎鄉,自用-小貨車(含客、貨兩用)
109,5,嘉義縣,竹崎鄉,機車
109,9,嘉義縣,竹崎鄉,機車
109,12,嘉義縣,竹崎鄉,機車
110,5,嘉義縣,竹崎鄉,機車
110,11,嘉義縣,竹崎鄉,自用小客車
101,4,彰化縣,竹塘鄉,自用小客車
101,7,彰化縣,竹塘鄉,機車
101,10,彰化縣,竹塘鄉,自用小客車
102,3,彰化縣,竹塘鄉,機車
102,5,彰化縣,竹塘鄉,機車
102,5,彰化縣,竹塘鄉,機車
102,7,彰化縣,竹塘鄉,機車
102,9,彰化縣,竹塘鄉,機車
102,9,彰化縣,竹塘鄉,腳踏自行車-慢車
103,2,彰化縣,竹塘鄉,自用-大貨車
104,9,彰化縣,竹塘鄉,機車
105,3,彰化縣,竹塘鄉,機車
106,6,彰化縣,竹塘鄉,機車
106,7,彰化縣,竹塘鄉,機車
106,11,彰化縣,竹塘鄉,自用小客車
107,4,彰化縣,竹塘鄉,自用小客車
108,6,彰化縣,竹塘鄉,拼裝車-其他車
108,7,彰化縣,竹塘鄉,機車
108,8,彰化縣,竹塘鄉,機車
109,2,彰化縣,竹塘鄉,自用-大貨車
109,4,彰化縣,竹塘鄉,機車
109,5,彰化縣,竹塘鄉,機車
109,12,彰化縣,竹塘鄉,機車
110,4,彰化縣,竹塘鄉,機車
110,10,彰化縣,竹塘鄉,自用小客車
101,1,臺中市,西屯區,機車
101,2,臺中市,西屯區,機車
101,3,臺中市,西屯區,自用-大貨車
101,3,臺中市,西屯區,機車
101,4,臺中市,西屯區,自用小客車
101,4,臺中市,西屯區,機車
101,6,臺中市,西屯區,自用-小貨車
101,6,臺中市,西屯區,自用小客車
101,7,臺中市,西屯區,自用小客車
101,7,臺中市,西屯區,機車
101,7,臺中市,西屯區,自用小客車
101,8,臺中市,西屯區,自用小客車
101,9,臺中市,西屯區,行人-人
101,9,臺中市,西屯區,機車
101,9,臺中市,西屯區,民營客運-大客車
101,10,臺中市,西屯區,自用小客車
101,10,臺中市,西屯區,機車
101,11,臺中市,西屯區,機車
101,11,臺中市,西屯區,自用-小貨車
101,11,臺中市,西屯區,自用小客車
101,11,臺中市,西屯區,機車
101,12,臺中市,西屯區,民營客運-大客車
101,12,臺中市,西屯區,機車
101,12,臺中市,西屯區,營業用-小貨車
102,2,臺中市,西屯區,機車
102,3,臺中市,西屯區,機車
102,3,臺中市,西屯區,自用小客車
102,5,臺中市,西屯區,機車
102,6,臺中市,西屯區,機車
102,7,臺中市,西屯區,行人-人
102,7,臺中市,西屯區,機車
102,9,臺中市,西屯區,行人-人
102,9,臺中市,西屯區,自用小客車
102,10,臺中市,西屯區,機車
102,10,臺中市,西屯區,自用小客車
102,11,臺中市,西屯區,機車
102,12,臺中市,西屯區,動力機械-其他車
103,1,臺中市,西屯區,行人-人
103,1,臺中市,西屯區,機車
103,3,臺中市,西屯區,機車
103,4,臺中市,西屯區,自用小客車
103,5,臺中市,西屯區,行人-人
103,6,臺中市,西屯區,機車
103,6,臺中市,西屯區,機車
103,7,臺中市,西屯區,機車
103,7,臺中市,西屯區,機車
103,8,臺中市,西屯區,機車
103,9,臺中市,西屯區,自用小客車
103,10,臺中市,西屯區,自用小客車
103,11,臺中市,西屯區,自用小客車
103,12,臺中市,西屯區,機車
104,1,臺中市,西屯區,機車
104,1,臺中市,西屯區,自用-小貨車(含客、貨兩用)
104,1,臺中市,西屯區,機車
104,2,臺中市,西屯區,自用小客車
104,4,臺中市,西屯區,自用小客車
104,5,臺中市,西屯區,行人-人
104,6,臺中市,西屯區,機車
104,7,臺中市,西屯區,機車
104,8,臺中市,西屯區,機車
104,10,臺中市,西屯區,自用小客車
104,11,臺中市,西屯區,機車
104,11,臺中市,西屯區,自用-小貨車(含客、貨兩用)
104,12,臺中市,西屯區,自用小客車
105,1,臺中市,西屯區,機車
105,1,臺中市,西屯區,自用小客車
105,1,臺中市,西屯區,機車
105,1,臺中市,西屯區,自用小客車
105,2,臺中市,西屯區,自用小客車
105,2,臺中市,西屯區,租賃車-小客車
105,3,臺中市,西屯區,自用小客車
105,4,臺中市,西屯區,行人-人
105,4,臺中市,西屯區,機車
105,7,臺中市,西屯區,自用小客車
106,2,臺中市,西屯區,租賃車-小客車
106,8,臺中市,西屯區,機車
106,9,臺中市,西屯區,自用小客車
106,9,臺中市,西屯區,營業用-半聯結車
106,11,臺中市,西屯區,自用小客車
106,12,臺中市,西屯區,機車
107,5,臺中市,西屯區,自用小客車
107,9,臺中市,西屯區,機車
107,9,臺中市,西屯區,機車
107,11,臺中市,西屯區,機車
107,11,臺中市,西屯區,機車
108,1,臺中市,西屯區,遊覽車-大客車
108,1,臺中市,西屯區,機車
108,2,臺中市,西屯區,自用小客車
108,2,臺中市,西屯區,機車
108,4,臺中市,西屯區,機車
108,4,臺中市,西屯區,行人-人
108,4,臺中市,西屯區,機車
108,4,臺中市,西屯區,自用小客車
108,5,臺中市,西屯區,自用小客車
108,5,臺中市,西屯區,計程車-小客車
108,6,臺中市,西屯區,自用小客車
108,8,臺中市,西屯區,自用-大貨車
108,9,臺中市,西屯區,機車
108,9,臺中市,西屯區,機車
108,11,臺中市,西屯區,機車
108,12,臺中市,西屯區,自用小客車
108,12,臺中市,西屯區,機車
109,1,臺中市,西屯區,計程車-小客車
109,1,臺中市,西屯區,機車
109,2,臺中市,西屯區,動力機械-其他車
109,3,臺中市,西屯區,機車
109,3,臺中市,西屯區,自用小客車
109,5,臺中市,西屯區,自用小客車
109,6,臺中市,西屯區,機車
109,6,臺中市,西屯區,自用小客車
109,7,臺中市,西屯區,自用小客車
109,7,臺中市,西屯區,自用小客車
109,7,臺中市,西屯區,機車
109,7,臺中市,西屯區,自用-小貨車(含客、貨兩用)
109,7,臺中市,西屯區,自用小客車
109,7,臺中市,西屯區,自用小客車
109,8,臺中市,西屯區,機車
109,9,臺中市,西屯區,自用小客車
109,9,臺中市,西屯區,機車
109,10,臺中市,西屯區,營業用-大貨車
109,10,臺中市,西屯區,自用小客車
109,10,臺中市,西屯區,自用-小貨車(含客、貨兩用)
109,10,臺中市,西屯區,行人-人
109,11,臺中市,西屯區,自用-小貨車(含客、貨兩用)
109,12,臺中市,西屯區,機車
109,12,臺中市,西屯區,自用-小貨車(含客、貨兩用)
110,1,臺中市,西屯區,機車
110,1,臺中市,西屯區,機車
110,2,臺中市,西屯區,自用小客車
110,4,臺中市,西屯區,機車
110,7,臺中市,西屯區,自用-小貨車(含客、貨兩用)
110,8,臺中市,西屯區,自用小客車
110,8,臺中市,西屯區,自用小客車
110,9,臺中市,西屯區,自用小客車
110,10,臺中市,西屯區,機車
110,11,臺中市,西屯區,營業用-全聯結車
110,12,臺中市,西屯區,自用小客車
110,12,臺中市,西屯區,機車
103,1,嘉義市,西區,營業用-大貨車
103,2,嘉義市,西區,自用小客車
103,10,嘉義市,西區,機車
101,12,臺中市,西區,行人-人
110,10,臺中市,西區,機車
102,12,嘉義市,西區,自用小客車
103,1,臺中市,西區,機車
107,2,臺中市,西區,自用-小貨車(含客、貨兩用)
107,11,臺中市,西區,行人-人
110,10,臺中市,西區,機車
103,8,嘉義市,西區,自用-小貨車(含客、貨兩用)
109,11,嘉義市,西區,機車
110,5,嘉義市,西區,機車
102,10,嘉義市,西區,自用小客車
104,11,嘉義市,西區,自用小客車
105,11,臺中市,西區,自用小客車
106,8,嘉義市,西區,營業用-小貨車(含客、貨兩用)
106,12,嘉義市,西區,自用小客車
110,1,臺中市,西區,營業用-小貨車(含客、貨兩用)
101,7,臺中市,西區,機車
101,12,臺中市,西區,機車
104,11,嘉義市,西區,機車
101,1,臺中市,西區,機車
102,11,臺中市,西區,自用小客車
103,7,臺中市,西區,機車
103,7,臺中市,西區,機車
104,1,臺中市,西區,計程車-小客車
105,2,臺中市,西區,自用-小貨車(含客、貨兩用)
105,10,臺中市,西區,機車
108,9,臺中市,西區,行人-人
109,1,臺中市,西區,機車
103,4,嘉義市,西區,自用小客車
103,12,嘉義市,西區,自用-小貨車(含客、貨兩用)
105,2,嘉義市,西區,自用小客車
108,9,嘉義市,西區,自用-小貨車(含客、貨兩用)
102,12,嘉義市,西區,機車
103,6,嘉義市,西區,自用小客車
103,7,嘉義市,西區,機車
104,7,嘉義市,西區,自用小客車
105,11,嘉義市,西區,電動自行車-慢車
106,3,嘉義市,西區,自用小客車
103,6,嘉義市,西區,機車
104,3,嘉義市,西區,自用小客車
104,6,嘉義市,西區,自用小客車
108,10,嘉義市,西區,機車
109,5,嘉義市,西區,自用-小貨車(含客、貨兩用)
110,2,嘉義市,西區,腳踏自行車-慢車
110,6,嘉義市,西區,機車
101,11,臺中市,西區,自用小客車
106,9,嘉義市,西區,自用小客車
103,12,臺中市,西區,自用-小貨車(含客、貨兩用)
101,1,臺中市,西區,計程車-小客車
101,10,臺中市,西區,機車
102,6,臺中市,西區,機車
102,11,嘉義市,西區,自用小客車
104,8,臺中市,西區,自用小客車
106,3,臺中市,西區,民營客運-大客車
106,12,臺中市,西區,機車
107,5,臺中市,西區,機車
109,12,臺中市,西區,機車
109,4,嘉義市,西區,自用小客車
109,10,嘉義市,西區,自用-小貨車(含客、貨兩用)
109,2,嘉義市,西區,機車
110,12,嘉義市,西區,自用小客車
104,12,臺中市,西區,機車
108,7,嘉義市,西區,自用小客車
109,2,嘉義市,西區,行人-人
103,1,臺中市,西區,自用小客車
106,1,臺中市,西區,自用小客車
108,1,臺中市,西區,機車
108,3,臺中市,西區,機車
109,3,臺中市,西區,機車
110,6,臺中市,西區,自用小客車
104,9,臺中市,西區,機車
108,5,臺中市,西區,自用小客車
107,11,嘉義市,西區,自用小客車
108,9,嘉義市,西區,自用小客車
110,10,嘉義市,西區,自用小客車
102,10,嘉義市,西區,營業用-曳引車
104,9,嘉義市,西區,自用小客車
110,4,臺中市,西區,機車
108,3,嘉義市,西區,自用-小貨車(含客、貨兩用)
101,12,臺中市,西區,機車
102,2,臺中市,西區,機車
110,6,嘉義市,西區,腳踏自行車-慢車
107,8,嘉義市,西區,自用-小貨車(含客、貨兩用)
102,9,嘉義市,西區,民營客運-大客車
105,8,嘉義市,西區,機車
106,5,嘉義市,西區,自用小客車
102,9,嘉義市,西區,機車
102,12,嘉義市,西區,機車
104,8,嘉義市,西區,自用小客車
106,5,嘉義市,西區,自用小客車
110,10,嘉義市,西區,機車
104,11,嘉義市,西區,自用-大貨車
105,3,嘉義市,西區,自用小客車
106,5,嘉義市,西區,自用-大貨車
107,12,嘉義市,西區,自用小客車
108,6,嘉義市,西區,機車
109,1,嘉義市,西區,電動自行車-慢車
109,8,嘉義市,西區,腳踏自行車-慢車
110,5,嘉義市,西區,自用-大貨車
110,8,嘉義市,西區,電動自行車-慢車
109,3,嘉義市,西區,機車
102,8,嘉義市,西區,自用小客車
101,1,嘉義市,西區,自用-小貨車
101,2,嘉義市,西區,自用-小貨車
101,3,嘉義市,西區,機車
101,3,嘉義市,西區,遊覽車-大客車
101,6,嘉義市,西區,機車
101,6,嘉義市,西區,自用-大貨車
101,7,嘉義市,西區,自用小客車
101,7,嘉義市,西區,機車
101,8,嘉義市,西區,自用小客車
101,8,嘉義市,西區,自用小客車
101,9,嘉義市,西區,營業用-半聯結車
101,11,嘉義市,西區,自用小客車
101,11,嘉義市,西區,機車
101,12,嘉義市,西區,機車
101,12,嘉義市,西區,機車
102,4,嘉義市,西區,自用-小貨車
102,6,嘉義市,西區,自用小客車
107,3,嘉義市,西區,自用-小貨車(含客、貨兩用)
107,4,嘉義市,西區,遊覽車-大客車
107,10,嘉義市,西區,自用小客車
107,12,嘉義市,西區,機車
109,1,嘉義市,西區,機車
109,6,嘉義市,西區,自用小客車
109,12,嘉義市,西區,機車
110,10,嘉義市,西區,自用小客車
108,1,嘉義市,西區,自用小客車
110,12,嘉義市,西區,機車
108,3,嘉義市,西區,自用小客車
102,10,嘉義市,西區,自用小客車
104,9,嘉義市,西區,自用小客車
105,4,嘉義市,西區,機車
105,6,嘉義市,西區,自用小客車
106,11,臺中市,西區,機車
108,1,臺中市,西區,自用小客車
108,9,臺中市,西區,機車
110,7,臺中市,西區,機車
101,10,臺南市,西港區,自用小客車
102,10,臺南市,西港區,民營客運-大客車
102,12,臺南市,西港區,自用小客車
103,1,臺南市,西港區,機車
103,7,臺南市,西港區,機車
103,10,臺南市,西港區,自用-小貨車(含客、貨兩用)
103,12,臺南市,西港區,機車
104,4,臺南市,西港區,機車
104,4,臺南市,西港區,自用-小貨車(含客、貨兩用)
104,7,臺南市,西港區,機車
104,8,臺南市,西港區,機車
105,4,臺南市,西港區,機車
105,4,臺南市,西港區,機車
105,9,臺南市,西港區,自用小客車
106,4,臺南市,西港區,自用小客車
106,9,臺南市,西港區,機車
106,12,臺南市,西港區,自用小客車
106,12,臺南市,西港區,機車
106,12,臺南市,西港區,機車
107,1,臺南市,西港區,自用-大貨車
107,4,臺南市,西港區,機車
107,12,臺南市,西港區,機車
108,3,臺南市,西港區,腳踏自行車-慢車
108,4,臺南市,西港區,機車
108,6,臺南市,西港區,自用小客車
108,10,臺南市,西港區,自用小客車
108,10,臺南市,西港區,機車
108,11,臺南市,西港區,機車
108,12,臺南市,西港區,腳踏自行車-慢車
109,3,臺南市,西港區,機車
109,5,臺南市,西港區,機車
109,6,臺南市,西港區,機車
109,10,臺南市,西港區,腳踏自行車-慢車
110,1,臺南市,西港區,機車
110,3,臺南市,西港區,自用-小貨車(含客、貨兩用)
110,6,臺南市,西港區,自用-小貨車(含客、貨兩用)
110,8,臺南市,西港區,機車
110,9,臺南市,西港區,自用小客車
101,4,苗栗縣,西湖鄉,其他人-人
101,10,苗栗縣,西湖鄉,自用小客車
101,11,苗栗縣,西湖鄉,自用-小貨車
102,1,苗栗縣,西湖鄉,自用小客車
102,10,苗栗縣,西湖鄉,機車
103,6,苗栗縣,西湖鄉,機車
104,5,苗栗縣,西湖鄉,租賃車-小客車
104,8,苗栗縣,西湖鄉,自用小客車
104,9,苗栗縣,西湖鄉,機車
106,11,苗栗縣,西湖鄉,自用-小貨車(含客、貨兩用)
107,9,苗栗縣,西湖鄉,營業用-半聯結車
108,1,苗栗縣,西湖鄉,營業用-半聯結車
108,7,苗栗縣,西湖鄉,農耕用車(或機械)-其他車
108,7,苗栗縣,西湖鄉,自用小客車
109,6,苗栗縣,西湖鄉,自用小客車
110,1,苗栗縣,西湖鄉,自用小客車
110,9,苗栗縣,西湖鄉,自用小客車
110,11,苗栗縣,西湖鄉,營業用-曳引車
102,3,澎湖縣,西嶼鄉,機車
104,1,澎湖縣,西嶼鄉,自用小客車
104,8,澎湖縣,西嶼鄉,機車
105,9,澎湖縣,西嶼鄉,機車
105,9,澎湖縣,西嶼鄉,機車
106,12,澎湖縣,西嶼鄉,自用小客車
109,8,澎湖縣,西嶼鄉,自用-小貨車(含客、貨兩用)
110,2,澎湖縣,西嶼鄉,機車
110,3,澎湖縣,西嶼鄉,機車
101,1,雲林縣,西螺鎮,自用-大貨車
101,3,雲林縣,西螺鎮,自用小客車
101,5,雲林縣,西螺鎮,自用-大貨車
101,6,雲林縣,西螺鎮,自用-大貨車
101,7,雲林縣,西螺鎮,營業用-全聯結車
102,2,雲林縣,西螺鎮,自用小客車
102,2,雲林縣,西螺鎮,機車
102,4,雲林縣,西螺鎮,自用小客車
102,8,雲林縣,西螺鎮,機車
102,10,雲林縣,西螺鎮,機車
102,10,雲林縣,西螺鎮,機車
102,11,雲林縣,西螺鎮,自用小客車
102,12,雲林縣,西螺鎮,機車
102,12,雲林縣,西螺鎮,自用小客車
103,1,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
103,3,雲林縣,西螺鎮,自用小客車
103,3,雲林縣,西螺鎮,拖車(架)-其他車
103,4,雲林縣,西螺鎮,自用小客車
103,5,雲林縣,西螺鎮,營業用-曳引車
103,8,雲林縣,西螺鎮,自用-大貨車
103,10,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
104,3,雲林縣,西螺鎮,營業用-半聯結車
104,4,雲林縣,西螺鎮,機車
104,7,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
104,8,雲林縣,西螺鎮,營業用-曳引車
104,8,雲林縣,西螺鎮,自用小客車
104,9,雲林縣,西螺鎮,自用小客車
104,11,雲林縣,西螺鎮,機車
104,12,雲林縣,西螺鎮,自用小客車
105,1,雲林縣,西螺鎮,機車
105,2,雲林縣,西螺鎮,營業用-大貨車
105,5,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
105,6,雲林縣,西螺鎮,營業用-半聯結車
105,6,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
105,9,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
105,10,雲林縣,西螺鎮,機車
105,12,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
106,2,雲林縣,西螺鎮,機車
106,4,雲林縣,西螺鎮,機車
106,5,雲林縣,西螺鎮,腳踏自行車-慢車
106,8,雲林縣,西螺鎮,自用小客車
106,10,雲林縣,西螺鎮,機車
106,10,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
106,11,雲林縣,西螺鎮,機車
106,11,雲林縣,西螺鎮,營業用-曳引車
107,3,雲林縣,西螺鎮,自用小客車
107,3,雲林縣,西螺鎮,自用小客車
107,3,雲林縣,西螺鎮,營業用-半聯結車
107,4,雲林縣,西螺鎮,腳踏自行車-慢車
107,5,雲林縣,西螺鎮,拼裝車-其他車
107,5,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
107,5,雲林縣,西螺鎮,機車
107,6,雲林縣,西螺鎮,腳踏自行車-慢車
107,10,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
107,10,雲林縣,西螺鎮,機車
107,11,雲林縣,西螺鎮,機車
107,12,雲林縣,西螺鎮,腳踏自行車-慢車
107,12,雲林縣,西螺鎮,機車
108,1,雲林縣,西螺鎮,機車
108,1,雲林縣,西螺鎮,自用小客車
108,1,雲林縣,西螺鎮,自用小客車
108,1,雲林縣,西螺鎮,自用-大貨車
108,3,雲林縣,西螺鎮,自用小客車
108,10,雲林縣,西螺鎮,自用小客車
109,3,雲林縣,西螺鎮,自用-大貨車
109,4,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
109,5,雲林縣,西螺鎮,機車
109,8,雲林縣,西螺鎮,機車
109,10,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
110,1,雲林縣,西螺鎮,機車
110,1,雲林縣,西螺鎮,營業用-曳引車
110,2,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
110,3,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
110,10,雲林縣,西螺鎮,腳踏自行車-慢車
110,11,雲林縣,西螺鎮,機車
110,11,雲林縣,西螺鎮,自用小客車
110,11,雲林縣,西螺鎮,自用-小貨車(含客、貨兩用)
110,12,雲林縣,西螺鎮,自用小客車
101,3,彰化縣,伸港鄉,機車
101,11,彰化縣,伸港鄉,機車
101,12,彰化縣,伸港鄉,機車
102,4,彰化縣,伸港鄉,自用-小貨車
102,4,彰化縣,伸港鄉,自用小客車
103,1,彰化縣,伸港鄉,機車
103,1,彰化縣,伸港鄉,機車
103,3,彰化縣,伸港鄉,機車
103,6,彰化縣,伸港鄉,機車
103,8,彰化縣,伸港鄉,營業用-大貨車
103,11,彰化縣,伸港鄉,自用小客車
103,12,彰化縣,伸港鄉,機車
104,1,彰化縣,伸港鄉,自用小客車
104,7,彰化縣,伸港鄉,自用小客車
104,7,彰化縣,伸港鄉,機車
104,7,彰化縣,伸港鄉,機車
104,12,彰化縣,伸港鄉,機車
105,1,彰化縣,伸港鄉,腳踏自行車-慢車
105,3,彰化縣,伸港鄉,機車
105,7,彰化縣,伸港鄉,機車
106,2,彰化縣,伸港鄉,行人-人
106,3,彰化縣,伸港鄉,行人-人
106,5,彰化縣,伸港鄉,營業用-小貨車(含客、貨兩用)
106,8,彰化縣,伸港鄉,營業用-小貨車(含客、貨兩用)
106,9,彰化縣,伸港鄉,自用-小貨車(含客、貨兩用)
107,4,彰化縣,伸港鄉,行人-人
107,7,彰化縣,伸港鄉,機車
107,7,彰化縣,伸港鄉,營業用-半聯結車
108,7,彰化縣,伸港鄉,機車
108,10,彰化縣,伸港鄉,自用-小貨車(含客、貨兩用)
109,1,彰化縣,伸港鄉,機車
109,1,彰化縣,伸港鄉,行人-人
109,2,彰化縣,伸港鄉,機車
109,7,彰化縣,伸港鄉,機車
110,1,彰化縣,伸港鄉,機車
110,3,彰化縣,伸港鄉,自用小客車
110,12,彰化縣,伸港鄉,機車
101,1,宜蘭縣,壯圍鄉,自用小客車
101,4,宜蘭縣,壯圍鄉,自用小客車
101,4,宜蘭縣,壯圍鄉,自用小客車
101,6,宜蘭縣,壯圍鄉,營業用-大貨車
101,6,宜蘭縣,壯圍鄉,機車
101,8,宜蘭縣,壯圍鄉,營業用-曳引車
102,1,宜蘭縣,壯圍鄉,自用小客車
102,2,宜蘭縣,壯圍鄉,機車
102,2,宜蘭縣,壯圍鄉,機車
102,4,宜蘭縣,壯圍鄉,租賃車-小客車
102,5,宜蘭縣,壯圍鄉,自用-小貨車
102,6,宜蘭縣,壯圍鄉,機車
102,12,宜蘭縣,壯圍鄉,機車
103,3,宜蘭縣,壯圍鄉,自用小客車
103,4,宜蘭縣,壯圍鄉,機車
103,5,宜蘭縣,壯圍鄉,機車
103,7,宜蘭縣,壯圍鄉,自用小客車
104,5,宜蘭縣,壯圍鄉,自用-小貨車(含客、貨兩用)
104,8,宜蘭縣,壯圍鄉,自用小客車
104,12,宜蘭縣,壯圍鄉,機車
105,8,宜蘭縣,壯圍鄉,機車
105,11,宜蘭縣,壯圍鄉,行人-人
105,11,宜蘭縣,壯圍鄉,機車
105,12,宜蘭縣,壯圍鄉,機車
107,12,宜蘭縣,壯圍鄉,自用小客車
107,12,宜蘭縣,壯圍鄉,機車
108,2,宜蘭縣,壯圍鄉,機車
108,4,宜蘭縣,壯圍鄉,機車
109,2,宜蘭縣,壯圍鄉,自用小客車
109,3,宜蘭縣,壯圍鄉,機車
109,4,宜蘭縣,壯圍鄉,自用小客車
109,4,宜蘭縣,壯圍鄉,自用小客車
109,7,宜蘭縣,壯圍鄉,自用-小貨車(含客、貨兩用)
109,7,宜蘭縣,壯圍鄉,自用-小貨車(含客、貨兩用)
109,7,宜蘭縣,壯圍鄉,機車
110,8,宜蘭縣,壯圍鄉,自用小客車
110,11,宜蘭縣,壯圍鄉,自用-小貨車(含客、貨兩用)
110,11,宜蘭縣,壯圍鄉,機車
101,7,高雄市,杉林區,自用-小貨車
