Year,Month,County,District,Category
110,10,臺中市,北屯區,機車
110,10,臺中市,北屯區,機車
110,10,臺中市,北屯區,機車
110,11,臺中市,北屯區,機車
110,11,臺中市,北屯區,機車
110,12,臺中市,北屯區,自用-大貨車
110,12,臺中市,北屯區,腳踏自行車-慢車
101,1,彰化縣,北斗鎮,自用小客車
101,2,彰化縣,北斗鎮,機車
101,3,彰化縣,北斗鎮,自用小客車
101,4,彰化縣,北斗鎮,自用小客車
101,5,彰化縣,北斗鎮,自用小客車
101,7,彰化縣,北斗鎮,機車
101,9,彰化縣,北斗鎮,機車
101,11,彰化縣,北斗鎮,機車
101,11,彰化縣,北斗鎮,自用小客車
102,4,彰化縣,北斗鎮,機車
102,6,彰化縣,北斗鎮,自用小客車
103,1,彰化縣,北斗鎮,自用-小貨車(含客、貨兩用)
103,4,彰化縣,北斗鎮,自用小客車
103,8,彰化縣,北斗鎮,自用小客車
103,11,彰化縣,北斗鎮,機車
103,12,彰化縣,北斗鎮,腳踏自行車-慢車
104,10,彰化縣,北斗鎮,機車
104,12,彰化縣,北斗鎮,行人-人
105,5,彰化縣,北斗鎮,機車
105,5,彰化縣,北斗鎮,機車
105,8,彰化縣,北斗鎮,機車
106,2,彰化縣,北斗鎮,行人-人
106,3,彰化縣,北斗鎮,營業用-大貨車
106,4,彰化縣,北斗鎮,行人-人
107,1,彰化縣,北斗鎮,自用-曳引車
107,3,彰化縣,北斗鎮,自用小客車
107,6,彰化縣,北斗鎮,機車
107,12,彰化縣,北斗鎮,行人-人
108,10,彰化縣,北斗鎮,自用-小貨車(含客、貨兩用)
108,11,彰化縣,北斗鎮,行人-人
108,12,彰化縣,北斗鎮,機車
109,1,彰化縣,北斗鎮,機車
109,5,彰化縣,北斗鎮,腳踏自行車-慢車
109,11,彰化縣,北斗鎮,機車
110,1,彰化縣,北斗鎮,機車
110,6,彰化縣,北斗鎮,機車
101,1,臺北市,北投區,機車
101,3,臺北市,北投區,機車
101,6,臺北市,北投區,機車
101,7,臺北市,北投區,營業用-大貨車
101,7,臺北市,北投區,機車
101,9,臺北市,北投區,計程車-小客車
101,12,臺北市,北投區,機車
102,3,臺北市,北投區,機車
102,5,臺北市,北投區,機車
102,7,臺北市,北投區,機車
102,9,臺北市,北投區,機車
102,10,臺北市,北投區,機車
102,11,臺北市,北投區,機車
102,11,臺北市,北投區,自用-小貨車
102,12,臺北市,北投區,計程車-小客車
102,12,臺北市,北投區,自用小客車
103,2,臺北市,北投區,自用小客車
103,8,臺北市,北投區,機車
103,8,臺北市,北投區,民營公車-大客車
103,12,臺北市,北投區,自用小客車
103,12,臺北市,北投區,機車
103,12,臺北市,北投區,自用小客車
104,4,臺北市,北投區,自用小客車
104,4,臺北市,北投區,計程車-小客車
104,5,臺北市,北投區,自用小客車
104,6,臺北市,北投區,自用-小貨車(含客、貨兩用)
104,6,臺北市,北投區,機車
104,6,臺北市,北投區,機車
104,7,臺北市,北投區,自用小客車
104,8,臺北市,北投區,營業用-曳引車
104,8,臺北市,北投區,機車
104,11,臺北市,北投區,民營公車-大客車
104,12,臺北市,北投區,自用小客車
104,12,臺北市,北投區,計程車-小客車
105,1,臺北市,北投區,自用小客車
105,3,臺北市,北投區,遊覽車-大客車
105,4,臺北市,北投區,自用小客車
105,5,臺北市,北投區,其他車-其他車
105,8,臺北市,北投區,機車
105,10,臺北市,北投區,自用小客車
105,11,臺北市,北投區,自用小客車
105,12,臺北市,北投區,機車
106,1,臺北市,北投區,機車
106,4,臺北市,北投區,機車
106,6,臺北市,北投區,機車
106,7,臺北市,北投區,自用-小貨車(含客、貨兩用)
106,10,臺北市,北投區,機車
107,3,臺北市,北投區,租賃車-小客車
107,4,臺北市,北投區,自用小客車
107,5,臺北市,北投區,自用-小貨車(含客、貨兩用)
107,8,臺北市,北投區,機車
107,9,臺北市,北投區,機車
107,10,臺北市,北投區,消防車-特種車
107,11,臺北市,北投區,機車
108,1,臺北市,北投區,機車
108,1,臺北市,北投區,機車
108,2,臺北市,北投區,自用-大貨車
108,3,臺北市,北投區,營業用-大貨車
108,5,臺北市,北投區,自用小客車
108,6,臺北市,北投區,自用小客車
108,8,臺北市,北投區,自用小客車
108,10,臺北市,北投區,營業用-小貨車(含客、貨兩用)
108,11,臺北市,北投區,自用-小貨車(含客、貨兩用)
108,11,臺北市,北投區,機車
108,11,臺北市,北投區,自用小客車
109,5,臺北市,北投區,自用小客車
109,5,臺北市,北投區,機車
109,6,臺北市,北投區,計程車-小客車
109,9,臺北市,北投區,機車
109,9,臺北市,北投區,自用-小貨車(含客、貨兩用)
110,1,臺北市,北投區,機車
110,6,臺北市,北投區,機車
110,8,臺北市,北投區,腳踏自行車-慢車
110,10,臺北市,北投區,機車
110,11,臺北市,北投區,機車
110,12,臺北市,北投區,自用小客車
101,6,臺南市,北門區,自用小客車
101,6,臺南市,北門區,機車
101,10,臺南市,北門區,行人-人
102,10,臺南市,北門區,機車
102,12,臺南市,北門區,機車
103,9,臺南市,北門區,自用小客車
103,9,臺南市,北門區,機車
104,1,臺南市,北門區,自用小客車
104,8,臺南市,北門區,機車
104,8,臺南市,北門區,自用小客車
105,8,臺南市,北門區,自用-小貨車(含客、貨兩用)
106,3,臺南市,北門區,機車
107,9,臺南市,北門區,機車
108,9,臺南市,北門區,機車
108,11,臺南市,北門區,腳踏自行車-慢車
108,12,臺南市,北門區,機車
109,5,臺南市,北門區,行人-人
109,10,臺南市,北門區,機車
109,12,臺南市,北門區,營業用-半聯結車
110,4,臺南市,北門區,自用小客車
108,10,連江縣,北竿鄉,機車
102,11,新竹縣,北埔鄉,遊覽車-大客車
104,4,新竹縣,北埔鄉,機車
105,5,新竹縣,北埔鄉,自用-小貨車(含客、貨兩用)
105,8,新竹縣,北埔鄉,機車
105,8,新竹縣,北埔鄉,自用-大貨車
106,10,新竹縣,北埔鄉,機車
107,4,新竹縣,北埔鄉,機車
110,5,新竹縣,北埔鄉,自用小客車
110,11,新竹縣,北埔鄉,機車
102,2,臺中市,北區,自用-小貨車
102,1,臺南市,北區,自用-小貨車
104,10,臺南市,北區,機車
108,11,臺南市,北區,機車
103,1,臺南市,北區,機車
105,1,臺南市,北區,行人-人
107,7,臺南市,北區,機車
108,7,臺南市,北區,行人-人
101,1,臺中市,北區,自用小客車
101,2,新竹市,北區,機車
101,9,新竹市,北區,機車
101,11,臺南市,北區,機車
101,11,臺中市,北區,自用小客車
102,1,新竹市,北區,自用-小貨車
102,1,新竹市,北區,腳踏自行車-慢車
102,3,臺南市,北區,機車
102,9,新竹市,北區,自用-大貨車
103,1,新竹市,北區,計程車-小客車
103,6,新竹市,北區,自用小客車
103,9,新竹市,北區,機車
103,11,臺南市,北區,機車
104,9,新竹市,北區,腳踏自行車-慢車
104,11,臺南市,北區,機車
105,1,新竹市,北區,行人-人
105,10,新竹市,北區,機車
105,11,新竹市,北區,自用小客車
107,4,臺南市,北區,計程車-小客車
107,5,新竹市,北區,機車
107,10,新竹市,北區,自用小客車
108,1,臺南市,北區,營業用-大貨車
108,8,新竹市,北區,計程車-小客車
109,1,新竹市,北區,公營客運-大客車
109,6,臺南市,北區,機車
109,7,臺南市,北區,機車
110,6,新竹市,北區,自用小客車
107,1,臺中市,北區,自用小客車
110,8,臺中市,北區,機車
101,6,臺南市,北區,機車
102,9,新竹市,北區,自用-小貨車
103,9,新竹市,北區,機車
103,12,新竹市,北區,機車
104,10,臺南市,北區,機車
105,1,臺南市,北區,營業用-全聯結車
105,11,新竹市,北區,機車
106,1,臺南市,北區,機車
107,6,臺南市,北區,機車
102,9,新竹市,北區,自用小客車
105,6,新竹市,北區,自用小客車
110,11,新竹市,北區,機車
102,8,新竹市,北區,機車
102,9,臺南市,北區,機車
105,4,臺南市,北區,自用小客車
105,7,臺南市,北區,自用-小貨車(含客、貨兩用)
106,5,臺南市,北區,自用-小貨車(含客、貨兩用)
107,8,臺南市,北區,自用小客車
110,12,臺南市,北區,自用小客車
101,1,新竹市,北區,小型輕型-機車
101,6,臺南市,北區,自用小客車
101,6,臺中市,北區,自用小客車
101,11,臺南市,北區,自用小客車
102,4,臺南市,北區,自用小客車
105,1,臺南市,北區,機車
108,5,臺南市,北區,自用-小貨車(含客、貨兩用)
108,12,臺南市,北區,機車
109,4,新竹市,北區,機車
110,2,臺南市,北區,自用-大貨車
101,5,新竹市,北區,自用小客車
101,8,臺中市,北區,機車
110,6,臺中市,北區,自用小客車
101,1,新竹市,北區,機車
107,10,新竹市,北區,機車
110,2,臺南市,北區,機車
106,7,新竹市,北區,行人-人
107,9,新竹市,北區,機車
110,9,新竹市,北區,機車
110,11,新竹市,北區,自用-小貨車(含客、貨兩用)
101,10,新竹市,北區,自用-大貨車
102,9,臺南市,北區,機車
104,3,臺南市,北區,自用小客車
105,6,新竹市,北區,行人-人
105,10,臺南市,北區,機車
106,1,臺南市,北區,機車
107,1,臺南市,北區,機車
109,10,新竹市,北區,機車
109,10,新竹市,北區,腳踏自行車-慢車
108,4,新竹市,北區,自用-小貨車(含客、貨兩用)
108,5,臺中市,北區,機車
108,6,臺南市,北區,機車
110,3,臺中市,北區,自用小客車
102,4,新竹市,北區,機車
102,1,臺南市,北區,自用小客車
103,2,臺南市,北區,自用-大貨車
108,1,臺南市,北區,機車
108,5,臺南市,北區,機車
108,6,新竹市,北區,自用小客車
110,11,新竹市,北區,機車
110,5,臺南市,北區,機車
104,4,臺中市,北區,行人-人
101,1,新竹市,北區,機車
101,7,新竹市,北區,機車
102,8,新竹市,北區,機車
102,10,新竹市,北區,自用-大貨車
103,1,新竹市,北區,自用-小貨車(含客、貨兩用)
103,9,新竹市,北區,機車
104,6,臺南市,北區,行人-人
104,7,新竹市,北區,機車
104,9,新竹市,北區,機車
104,11,新竹市,北區,機車
106,1,新竹市,北區,自用-小貨車(含客、貨兩用)
107,10,新竹市,北區,營業用-曳引車
108,1,新竹市,北區,機車
108,3,臺南市,北區,消防車-特種車
109,4,新竹市,北區,自用小客車
109,6,新竹市,北區,自用小客車
109,8,新竹市,北區,機車
101,2,臺南市,北區,機車
101,8,臺南市,北區,行人-人
102,1,臺南市,北區,自用小客車
103,4,新竹市,北區,自用小客車
108,8,臺南市,北區,機車
109,7,臺中市,北區,機車
110,7,臺中市,北區,自用小客車
102,1,臺南市,北區,自用小客車
102,10,臺南市,北區,機車
103,4,臺南市,北區,機車
107,6,臺南市,北區,機車
104,7,臺南市,北區,自用-小貨車(含客、貨兩用)
103,2,臺中市,北區,自用-大貨車
103,7,臺中市,北區,救護車-特種車
109,2,臺中市,北區,自用小客車
106,8,臺南市,北區,自用小客車
110,4,臺南市,北區,機車
102,1,臺中市,北區,自用小客車
108,5,臺中市,北區,機車
108,8,臺中市,北區,機車
105,7,臺南市,北區,機車
101,10,臺中市,北區,自用小客車
105,8,臺中市,北區,機車
101,12,新竹市,北區,機車
103,3,臺中市,北區,行人-人
103,12,臺中市,北區,救護車-特種車
106,8,臺中市,北區,機車
109,1,新竹市,北區,自用小客車
102,7,臺中市,北區,自用小客車
102,8,臺南市,北區,機車
106,9,臺南市,北區,機車
108,7,臺南市,北區,機車
108,11,臺南市,北區,計程車-小客車
107,9,臺中市,北區,自用小客車
107,11,新竹市,北區,自用小客車
108,2,臺中市,北區,機車
108,10,新竹市,北區,行人-人
101,8,新竹市,北區,機車
103,2,新竹市,北區,自用小客車
104,5,新竹市,北區,營業用-小貨車(含客、貨兩用)
107,5,新竹市,北區,自用小客車
108,7,新竹市,北區,機車
109,2,新竹市,北區,自用小客車
110,6,新竹市,北區,自用小客車
102,7,新竹市,北區,機車
105,10,新竹市,北區,機車
107,6,新竹市,北區,機車
102,10,臺中市,北區,行人-人
104,1,臺中市,北區,自用小客車
105,1,臺中市,北區,機車
105,10,臺中市,北區,機車
106,6,臺中市,北區,機車
108,10,臺中市,北區,機車
108,11,臺中市,北區,行人-人
106,1,臺中市,北區,機車
108,7,臺南市,北區,行人-人
108,10,新竹市,北區,機車
101,1,新竹市,北區,自用小客車
104,3,新竹市,北區,行人-人
105,9,新竹市,北區,自用小客車
101,1,雲林縣,北港鎮,營業用-曳引車
101,1,雲林縣,北港鎮,營業用-大貨車
101,2,雲林縣,北港鎮,機車
101,8,雲林縣,北港鎮,機車
101,9,雲林縣,北港鎮,自用小客車
101,9,雲林縣,北港鎮,營業用-半聯結車
101,11,雲林縣,北港鎮,自用-大貨車
102,3,雲林縣,北港鎮,機車
102,5,雲林縣,北港鎮,機車
102,5,雲林縣,北港鎮,機車
102,11,雲林縣,北港鎮,機車
103,6,雲林縣,北港鎮,自用-小貨車(含客、貨兩用)
103,8,雲林縣,北港鎮,自用-小貨車(含客、貨兩用)
103,11,雲林縣,北港鎮,自用小客車
104,4,雲林縣,北港鎮,機車
104,4,雲林縣,北港鎮,機車
104,9,雲林縣,北港鎮,自用小客車
104,12,雲林縣,北港鎮,自用-小貨車(含客、貨兩用)
104,12,雲林縣,北港鎮,自用小客車
105,6,雲林縣,北港鎮,營業用-半聯結車
105,8,雲林縣,北港鎮,機車
105,11,雲林縣,北港鎮,自用小客車
106,12,雲林縣,北港鎮,機車
107,1,雲林縣,北港鎮,自用-小貨車(含客、貨兩用)
107,3,雲林縣,北港鎮,自用-小貨車(含客、貨兩用)
107,5,雲林縣,北港鎮,自用-小貨車(含客、貨兩用)
108,5,雲林縣,北港鎮,機車
108,7,雲林縣,北港鎮,機車
108,8,雲林縣,北港鎮,機車
108,11,雲林縣,北港鎮,自用-大貨車
109,3,雲林縣,北港鎮,機車
109,3,雲林縣,北港鎮,行人-人
109,4,雲林縣,北港鎮,機車
109,5,雲林縣,北港鎮,自用小客車
109,8,雲林縣,北港鎮,自用小客車
109,9,雲林縣,北港鎮,腳踏自行車-慢車
109,10,雲林縣,北港鎮,自用小客車
109,11,雲林縣,北港鎮,自用小客車
110,1,雲林縣,北港鎮,機車
110,2,雲林縣,北港鎮,營業用-小貨車(含客、貨兩用)
110,2,雲林縣,北港鎮,機車
110,3,雲林縣,北港鎮,自用-大貨車
110,5,雲林縣,北港鎮,腳踏自行車-慢車
102,3,雲林縣,古坑鄉,自用-小貨車
102,8,雲林縣,古坑鄉,機車
102,8,雲林縣,古坑鄉,機車
102,8,雲林縣,古坑鄉,自用-小貨車
102,9,雲林縣,古坑鄉,機車
102,9,雲林縣,古坑鄉,機車
102,9,雲林縣,古坑鄉,自用-小貨車
102,9,雲林縣,古坑鄉,自用小客車
102,10,雲林縣,古坑鄉,機車
103,1,雲林縣,古坑鄉,機車
103,4,雲林縣,古坑鄉,自用-小貨車(含客、貨兩用)
104,3,雲林縣,古坑鄉,自用-小貨車(含客、貨兩用)
104,7,雲林縣,古坑鄉,機車
104,8,雲林縣,古坑鄉,自用小客車
104,11,雲林縣,古坑鄉,自用小客車
105,5,雲林縣,古坑鄉,自用小客車
105,8,雲林縣,古坑鄉,機車
106,3,雲林縣,古坑鄉,自用-小貨車(含客、貨兩用)
106,9,雲林縣,古坑鄉,自用小客車
106,9,雲林縣,古坑鄉,自用-小貨車(含客、貨兩用)
106,9,雲林縣,古坑鄉,自用小客車
106,11,雲林縣,古坑鄉,機車
107,9,雲林縣,古坑鄉,機車
107,10,雲林縣,古坑鄉,腳踏自行車-慢車
108,1,雲林縣,古坑鄉,腳踏自行車-慢車
108,2,雲林縣,古坑鄉,機車
108,4,雲林縣,古坑鄉,機車
109,3,雲林縣,古坑鄉,機車
109,11,雲林縣,古坑鄉,機車
109,11,雲林縣,古坑鄉,自用小客車
110,9,雲林縣,古坑鄉,自用小客車
110,12,雲林縣,古坑鄉,自用小客車
101,1,雲林縣,台西鄉,自用小客車
101,4,雲林縣,台西鄉,機車
101,5,雲林縣,台西鄉,腳踏自行車-慢車
101,5,雲林縣,台西鄉,機車
101,11,雲林縣,台西鄉,機車
102,5,雲林縣,台西鄉,自用小客車
102,12,雲林縣,台西鄉,自用小客車
103,7,雲林縣,台西鄉,機車
103,10,雲林縣,台西鄉,機車
104,8,雲林縣,台西鄉,腳踏自行車-慢車
105,2,雲林縣,台西鄉,營業用-大貨車
105,3,雲林縣,台西鄉,自用小客車
105,3,雲林縣,台西鄉,機車
101,1,臺東縣,台東市,機車
101,2,臺東縣,台東市,機車
101,2,臺東縣,台東市,機車
101,3,臺東縣,台東市,機車
101,5,臺東縣,台東市,機車
101,5,臺東縣,台東市,機車
101,6,臺東縣,台東市,機車
101,7,臺東縣,台東市,自用小客車
101,7,臺東縣,台東市,機車
101,7,臺東縣,台東市,機車
101,7,臺東縣,台東市,自用-小貨車
101,9,臺東縣,台東市,自用-小貨車
101,9,臺東縣,台東市,機車
101,10,臺東縣,台東市,自用-大貨車
101,11,臺東縣,台東市,機車
101,11,臺東縣,台東市,機車
102,1,臺東縣,台東市,自用小客車
102,3,臺東縣,台東市,自用小客車
102,3,臺東縣,台東市,自用-小貨車
102,4,臺東縣,台東市,機車
102,6,臺東縣,台東市,自用小客車
102,6,臺東縣,台東市,機車
102,7,臺東縣,台東市,機車
102,8,臺東縣,台東市,自用小客車
102,9,臺東縣,台東市,自用小客車
102,9,臺東縣,台東市,自用小客車
102,10,臺東縣,台東市,機車
102,10,臺東縣,台東市,機車
102,10,臺東縣,台東市,自用小客車
102,10,臺東縣,台東市,機車
102,11,臺東縣,台東市,自用小客車
102,11,臺東縣,台東市,機車
102,11,臺東縣,台東市,機車
103,1,臺東縣,台東市,機車
103,1,臺東縣,台東市,機車
103,2,臺東縣,台東市,自用-小貨車(含客、貨兩用)
103,4,臺東縣,台東市,腳踏自行車-慢車
103,5,臺東縣,台東市,機車
103,6,臺東縣,台東市,動力機械-其他車
103,7,臺東縣,台東市,機車
103,7,臺東縣,台東市,行人-人
103,12,臺東縣,台東市,機車
103,12,臺東縣,台東市,機車
103,12,臺東縣,台東市,自用小客車
104,1,臺東縣,台東市,自用小客車
104,1,臺東縣,台東市,機車
104,1,臺東縣,台東市,自用小客車
104,3,臺東縣,台東市,機車
104,4,臺東縣,台東市,機車
104,5,臺東縣,台東市,機車
